CCLE Cell Line Name,17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,LBW242,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
HEC1B_ENDOMETRIUM,2.90,1.32,2.62,2.22,1.07,1.43,1.05,0.63,0.62,1.43,0.14,2.61,1.37,0.73,0.02,0.37,3.98,4.60,1.62,0.96,1.04,1.22,2.02,1.72
HEC251_ENDOMETRIUM,2.59,0.87,1.58,1.35,0.76,1.76,0.78,0.27,0.73,0.26,0.00,1.18,0.00,0.04,0.12,0.15,5.44,3.79,2.08,0.53,0.81,1.43,2.83,1.44
HEC265_ENDOMETRIUM,4.69,0.20,0.18,0.08,0.00,3.24,0.06,0.90,0.46,0.53,0.13,0.13,0.08,0.73,0.54,0.21,5.85,4.40,2.51,0.85,0.40,0.81,2.79,0.53
HEC59_ENDOMETRIUM,3.28,0.20,0.05,0.03,0.05,3.77,1.05,0.20,0.00,0.11,0.01,0.05,0.20,0.61,0.03,0.11,3.85,4.42,2.04,0.64,1.03,0.36,3.43,0.05
HEC6_ENDOMETRIUM,2.45,0.82,0.79,0.32,0.73,3.66,0.72,0.79,1.18,1.47,0.94,1.10,1.19,0.77,1.61,0.97,4.13,5.08,1.52,1.27,1.15,0.81,3.07,3.34
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.28,0.79,0.57,0.60,0.45,,0.09,0.51,0.14,0.36,0.46,0.59,0.07,0.14,0.28,0.10,5.12,4.66,1.00,0.30,0.65,0.63,2.99,0.60
HEP3B217_LIVER,3.58,1.57,0.53,1.03,0.50,1.54,0.19,0.28,0.11,0.65,0.56,2.63,0.00,0.65,0.49,0.27,3.79,4.42,1.38,0.62,2.34,1.55,0.79,0.88
HEPG2_LIVER,5.36,1.53,0.39,3.02,0.14,3.22,0.08,0.73,0.24,0.24,0.60,3.92,0.82,0.74,0.22,1.12,4.90,4.94,1.58,0.25,1.59,0.95,2.78,0.85
HEYA8_OVARY,3.85,0.59,0.60,0.94,0.26,3.43,0.06,0.04,0.06,0.40,0.20,2.27,0.47,0.73,0.00,,5.18,4.43,2.25,0.62,0.87,0.90,3.82,
HGC27_STOMACH,3.64,1.01,0.80,0.08,0.23,1.96,0.76,0.15,0.33,0.75,0.18,0.00,1.39,1.05,0.05,0.22,6.20,4.42,1.61,0.48,2.01,1.56,2.19,1.57
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.16,0.97,0.86,0.85,0.41,,1.06,0.64,0.77,0.90,1.99,0.71,1.59,0.90,0.34,0.11,5.03,6.19,1.10,1.30,1.50,0.33,3.78,1.05
HLE_LIVER,2.42,0.45,0.71,0.35,0.31,2.97,0.02,0.19,0.22,0.00,0.43,0.73,0.09,0.48,0.19,0.36,4.47,3.72,0.90,0.20,0.89,1.18,2.71,1.19
HLF_LIVER,3.59,0.84,1.50,1.17,0.58,3.77,0.00,0.71,0.37,0.14,0.53,0.89,0.04,0.41,0.18,0.58,4.86,4.42,1.37,0.56,0.82,1.37,3.71,1.24
HMC18_BREAST,3.61,1.03,0.11,2.99,0.35,1.78,0.00,0.10,0.37,0.22,0.21,3.90,0.32,0.53,0.00,0.07,5.33,3.07,0.48,0.30,1.16,0.47,2.05,0.03
HMCB_SKIN,4.51,1.11,1.32,0.45,1.06,3.54,0.16,0.42,1.05,0.60,0.10,1.33,0.31,0.47,0.56,0.44,6.51,4.59,2.38,1.31,1.71,1.87,3.83,1.64
HOS_BONE,3.44,0.55,0.19,0.39,0.21,3.50,0.21,0.55,0.76,0.45,0.76,1.15,0.76,0.77,1.14,0.13,6.14,4.53,1.33,0.07,0.61,0.37,2.67,1.05
HPAC_PANCREAS,3.90,1.55,1.83,2.13,0.76,2.37,0.10,1.24,0.50,0.96,0.69,3.31,0.85,1.77,1.16,0.88,5.54,4.60,1.64,0.88,1.97,0.85,2.95,1.44
HPAFII_PANCREAS,3.80,1.35,1.88,2.07,0.96,,1.39,1.17,1.34,,1.79,3.02,,1.04,1.77,0.28,4.99,3.73,0.94,0.44,1.16,0.87,3.30,1.45
HS229T_LUNG,3.65,0.16,0.07,0.43,0.01,,0.01,0.15,0.08,0.00,0.09,0.48,0.45,0.02,1.38,0.10,4.08,4.28,0.83,0.13,0.85,0.51,1.13,0.79
HS294T_SKIN,2.80,0.97,0.63,1.05,0.63,2.33,0.00,1.85,0.39,0.15,0.52,2.21,0.28,0.54,0.15,0.63,4.90,3.81,1.42,0.01,0.94,0.61,2.48,0.52
HS578T_BREAST,3.86,0.25,0.48,0.30,0.06,,0.00,0.53,0.20,0.26,0.43,1.26,0.44,0.40,0.00,0.31,6.83,4.19,1.26,0.06,0.71,1.18,1.22,0.46
HS683_CENTRAL_NERVOUS_SYSTEM,4.35,0.71,1.29,0.43,0.07,2.88,0.05,0.35,0.04,0.26,0.29,0.58,0.28,1.01,0.06,0.16,5.96,3.70,1.11,0.20,1.73,0.77,3.12,0.25
HS695T_SKIN,3.36,0.93,0.33,1.55,0.02,2.52,0.02,0.84,0.30,0.17,0.46,2.36,0.29,0.41,0.23,0.75,3.39,4.67,1.25,0.09,0.91,0.57,2.29,0.52
HS729_SOFT_TISSUE,3.10,1.49,0.57,0.52,0.13,,0.17,1.53,0.50,,0.63,0.44,,0.74,1.00,0.20,5.20,3.59,1.43,0.05,1.25,0.96,3.38,0.61
HS739T_BREAST,2.09,0.66,1.61,0.31,0.23,2.02,0.47,0.28,0.26,0.56,0.76,1.46,0.77,1.00,0.28,0.33,3.92,3.14,1.66,0.87,2.11,1.45,2.28,0.61
HS746T_STOMACH,3.51,0.84,1.79,1.53,0.32,,0.72,0.76,0.51,0.88,1.62,2.62,0.68,3.48,1.22,0.22,5.18,4.75,2.20,0.26,0.80,0.70,3.01,0.72
HS766T_PANCREAS,3.27,0.32,1.75,2.72,0.68,0.95,0.11,0.01,0.36,0.21,0.63,3.70,0.51,0.85,0.00,0.09,3.14,3.52,1.87,0.28,1.62,0.64,0.97,1.38
HS840T_UPPER_AERODIGESTIVE_TRACT,4.66,0.58,0.59,0.69,0.32,2.24,0.02,0.43,0.16,0.41,0.37,1.11,0.90,1.21,1.04,0.19,4.38,4.62,2.42,0.23,1.74,1.34,1.76,2.04
HS852T_SKIN,4.93,1.59,1.10,1.37,0.20,0.81,0.17,0.38,0.17,0.57,0.36,2.37,0.44,0.95,0.31,0.12,4.77,4.30,1.15,0.40,2.54,0.65,1.42,1.38
HS895T_SKIN,3.09,0.61,0.34,0.49,0.48,,0.37,0.73,0.34,1.11,0.02,1.23,1.23,0.74,0.20,1.20,2.90,3.81,2.80,0.91,1.75,2.13,1.12,0.90
HS936T_SKIN,3.99,0.22,0.17,2.83,0.00,1.60,0.02,0.32,0.00,0.00,0.25,3.75,0.36,0.26,0.44,0.55,5.08,5.08,0.69,0.11,0.27,0.24,1.52,1.64
HS939T_SKIN,5.17,0.08,0.53,2.53,0.13,,0.45,1.33,0.16,0.60,0.21,3.25,0.51,0.12,0.84,1.28,3.86,4.57,1.01,0.08,0.24,0.78,1.50,1.42
HS944T_SKIN,3.46,0.92,0.72,2.56,0.37,4.11,0.19,3.00,0.26,0.21,0.43,3.10,0.25,0.71,0.36,0.71,6.47,4.34,2.18,0.65,0.86,1.27,3.76,0.75
HSC2_UPPER_AERODIGESTIVE_TRACT,3.20,0.12,0.78,0.06,0.61,3.51,0.12,0.21,0.53,0.23,0.33,0.23,0.00,0.04,0.26,0.26,4.66,3.26,0.63,1.04,0.19,0.50,3.88,1.68
HT1080_SOFT_TISSUE,4.08,0.68,0.15,1.87,0.03,,0.20,0.93,0.21,,0.48,2.48,0.04,0.82,0.26,0.08,6.72,4.63,1.75,0.12,0.57,0.57,3.37,0.64
HT1197_URINARY_TRACT,1.82,1.51,0.72,1.17,0.26,1.35,0.04,0.36,0.35,0.06,0.35,2.02,0.00,0.25,0.01,0.00,1.97,4.33,1.83,0.13,1.03,0.61,0.73,1.04
HT1376_URINARY_TRACT,3.21,0.91,1.66,0.77,1.42,1.50,0.05,0.53,1.07,0.25,0.62,1.02,0.16,0.77,0.45,0.56,3.96,3.97,2.16,0.38,1.69,1.41,0.17,1.65
HT144_SKIN,4.32,0.89,0.33,2.82,0.53,2.79,0.32,0.43,0.56,0.84,0.54,4.47,0.01,0.62,0.23,2.27,4.68,4.02,2.87,0.61,1.13,1.11,2.92,0.82
HT29_LARGE_INTESTINE,5.31,1.89,0.94,4.15,0.00,3.11,0.14,0.18,0.80,0.44,0.40,4.68,0.34,0.57,0.26,1.63,6.22,4.58,2.02,0.66,2.14,0.97,2.45,1.29
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.46,0.47,0.79,1.55,0.62,,2.04,0.95,0.59,0.05,0.94,0.92,0.33,1.49,0.35,0.00,6.60,6.11,1.71,1.82,2.48,0.28,4.08,0.75
HUCCT1_BILIARY_TRACT,3.60,0.36,0.08,1.46,0.46,2.08,0.32,0.41,0.70,0.34,0.36,2.33,0.24,0.54,0.23,0.27,4.12,3.95,1.62,0.46,0.72,0.52,2.36,1.22
HUH1_LIVER,2.70,1.44,0.54,0.12,0.48,2.40,0.00,0.05,0.33,0.30,0.17,0.26,0.56,0.41,0.14,0.10,4.41,3.25,1.05,0.20,1.38,0.94,2.59,0.38
HUPT3_PANCREAS,2.55,0.52,0.72,1.67,0.29,2.01,0.00,0.69,0.15,0.15,0.32,2.27,0.37,0.39,0.19,0.17,4.48,3.93,0.92,0.18,0.18,0.79,1.90,1.16
HUPT4_PANCREAS,4.92,2.08,2.43,2.15,1.46,,0.62,1.41,1.11,1.23,1.04,4.32,1.29,1.60,0.77,0.00,5.82,5.07,2.27,0.15,2.81,1.00,4.35,2.38
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.50,1.68,1.29,4.22,0.73,,0.72,2.13,0.74,1.42,1.02,5.16,0.66,1.92,1.23,0.11,6.58,6.22,1.77,0.73,1.84,1.15,4.01,1.55
IALM_LUNG,1.13,1.04,0.34,0.14,0.31,2.82,0.08,0.56,0.81,0.57,0.35,1.00,0.24,0.55,0.63,0.35,1.40,3.89,2.21,0.86,0.43,0.57,2.48,0.89
IGR37_SKIN,3.09,1.48,0.67,3.64,0.36,3.74,0.20,0.46,0.43,0.81,0.56,4.67,0.98,1.07,0.03,2.27,6.12,4.66,2.01,0.71,1.41,0.64,2.93,0.60
IGR39_SKIN,2.32,0.78,1.36,0.57,0.44,2.77,0.09,0.82,0.09,0.16,0.22,1.28,0.08,0.66,0.62,0.19,5.15,3.17,1.78,0.26,0.82,0.72,2.60,0.90
IGROV1_OVARY,2.61,0.32,1.93,0.66,1.15,2.32,0.00,0.07,0.86,0.44,0.23,1.83,0.01,0.10,0.05,,3.80,4.06,1.89,0.86,0.57,0.87,3.02,
IM95_STOMACH,5.24,1.90,1.59,4.55,2.13,,2.12,1.41,1.38,2.00,0.43,3.50,2.79,1.90,2.48,1.03,6.48,5.68,1.44,0.46,0.43,1.79,2.94,2.54
IMR32_AUTONOMIC_GANGLIA,1.80,1.43,1.72,0.19,0.00,,0.01,0.33,0.26,0.93,1.93,0.76,1.22,1.41,0.41,0.94,7.48,4.64,1.75,0.02,2.46,1.60,5.28,0.62
IPC298_SKIN,3.54,0.98,0.05,3.80,0.51,3.11,0.19,0.20,0.28,0.24,0.01,5.61,0.09,0.13,0.15,0.51,5.33,4.12,3.25,0.63,0.44,1.43,2.69,0.79
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,4.46,0.68,0.89,1.24,1.78,,0.51,1.88,0.91,,1.20,1.40,,0.91,1.47,0.69,7.03,5.29,,0.86,1.47,1.85,3.49,1.92
ISTMES1_PLEURA,1.85,1.00,1.02,0.44,0.26,2.79,0.08,0.10,0.70,1.08,0.79,0.28,0.55,0.71,0.41,0.05,3.32,4.49,1.47,1.16,1.69,1.30,3.46,1.75
ISTMES2_PLEURA,3.47,0.81,0.73,0.26,0.36,4.53,0.20,0.25,0.73,0.80,0.51,1.42,1.80,0.87,0.37,1.29,6.35,4.85,3.40,0.68,1.17,1.82,4.95,0.79
J82_URINARY_TRACT,2.80,0.54,0.32,0.81,0.36,,0.00,0.83,0.07,,0.20,0.78,0.01,0.29,0.77,0.06,3.73,3.70,0.62,0.00,0.31,0.66,3.02,0.90
JHH2_LIVER,1.91,0.66,1.66,0.37,0.46,2.77,0.05,0.29,0.41,0.47,0.19,1.00,0.04,0.46,0.02,0.21,3.99,4.32,1.06,0.20,0.34,0.63,2.20,1.79
JHH4_LIVER,0.87,0.68,1.05,1.00,0.48,3.47,0.00,1.14,0.93,0.53,0.41,1.24,0.15,0.44,0.69,0.76,4.15,4.40,0.99,0.73,0.42,0.13,4.26,1.47
JHH5_LIVER,4.61,1.28,1.48,1.11,1.42,,0.38,0.18,1.82,,0.11,2.50,,0.33,0.07,0.07,4.79,4.43,1.08,0.36,0.87,0.37,4.10,2.59
JHH6_LIVER,2.28,0.06,0.40,0.00,0.02,0.59,0.08,0.03,0.00,0.03,0.11,0.16,0.04,0.12,0.00,0.06,2.97,2.82,0.40,0.02,0.04,0.12,0.19,1.09
JHH7_LIVER,4.20,1.67,0.70,1.51,0.63,,,0.92,0.97,,0.85,2.29,,0.78,1.48,0.83,6.08,4.48,,1.06,2.40,1.82,3.21,1.65
JHOS2_OVARY,1.96,1.23,0.45,1.28,0.18,,0.59,1.11,0.57,0.54,0.49,1.08,0.04,0.33,0.55,0.65,4.18,3.03,1.09,0.00,0.78,0.78,2.35,1.39
JHOS4_OVARY,1.66,1.55,1.73,0.63,0.99,,0.48,2.56,1.01,1.22,0.71,0.62,0.00,0.76,0.49,0.30,5.30,3.18,1.11,0.25,1.37,1.10,2.28,1.91
JHUEM2_ENDOMETRIUM,4.89,0.43,0.55,0.15,0.13,,0.56,0.56,0.11,,0.90,0.89,,1.19,0.48,0.58,6.19,5.19,,0.42,1.38,1.50,4.32,1.60
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.10,0.28,0.06,0.19,0.73,,0.53,0.16,0.14,0.62,0.35,0.29,0.70,0.00,0.04,0.00,6.20,5.29,0.56,0.30,0.00,0.20,3.67,0.44
JMSU1_URINARY_TRACT,4.85,1.43,0.62,1.32,1.04,3.42,0.71,0.16,0.13,0.64,0.47,1.76,0.92,0.73,0.75,0.59,6.09,4.45,2.48,0.71,2.64,2.82,3.90,1.73
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.08,1.30,2.52,1.27,1.11,5.01,1.22,0.88,1.00,0.94,1.07,0.72,1.78,2.06,1.01,1.42,7.28,5.41,3.09,1.49,2.23,2.06,5.38,2.46
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.11,1.01,1.51,3.19,1.81,5.79,1.87,1.24,1.21,1.87,3.14,3.46,2.67,1.58,0.83,1.78,7.51,5.73,4.45,1.21,2.37,2.83,5.71,2.89
K029AX_SKIN,2.73,1.46,0.05,2.49,0.03,2.93,0.00,0.23,0.67,0.61,0.61,3.64,0.45,0.53,0.69,1.43,5.27,4.89,2.22,0.55,0.86,0.76,2.56,1.46
KALS1_CENTRAL_NERVOUS_SYSTEM,3.85,0.41,1.15,1.20,0.38,2.28,0.30,0.71,0.53,0.27,0.51,2.48,0.72,0.74,0.28,0.61,6.04,3.70,2.22,0.12,1.38,0.62,2.84,1.30
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.06,0.30,0.12,0.75,0.00,,0.00,0.66,0.00,0.04,0.16,1.47,0.46,1.20,1.08,0.15,5.91,4.28,1.02,0.10,3.04,0.32,2.69,0.20
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.09,1.43,0.58,0.79,0.02,3.63,1.23,0.46,0.45,0.10,0.39,0.81,0.46,0.72,1.08,0.00,2.26,5.13,2.54,0.44,1.95,0.72,4.14,0.04
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.15,2.93,0.86,4.24,0.74,2.53,1.93,1.01,0.43,0.37,0.15,4.08,1.48,0.64,1.03,0.49,6.82,5.54,1.27,1.32,2.62,0.46,2.73,1.11
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.38,1.51,1.22,1.97,1.03,4.80,1.19,0.93,0.11,1.08,1.02,2.20,1.28,0.72,1.02,0.61,6.55,6.41,2.29,0.94,1.00,1.57,4.56,1.16
KCIMOH1_PANCREAS,3.52,1.55,1.84,1.94,1.32,,0.47,0.71,0.87,,0.67,2.73,,1.11,1.06,0.07,4.38,4.33,,0.63,2.18,1.29,2.77,0.68
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.72,0.88,3.28,3.20,0.69,4.41,1.36,1.29,0.98,5.63,0.64,3.69,1.24,2.77,1.97,0.40,7.06,5.86,2.42,1.68,2.15,1.53,4.57,2.58
KE39_STOMACH,2.82,1.52,0.42,0.38,1.05,,0.06,0.39,1.14,0.52,0.48,1.06,0.56,0.39,0.35,0.00,4.02,3.87,1.24,0.48,1.13,0.63,1.91,1.26
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.67,0.65,1.01,0.44,0.87,5.08,0.88,0.44,0.23,0.30,0.91,0.45,0.69,0.77,0.42,0.83,7.38,5.63,2.71,0.66,1.52,1.86,5.44,1.30
KELLY_AUTONOMIC_GANGLIA,2.02,0.74,0.50,0.43,0.26,,0.04,0.11,0.15,,0.20,0.99,,0.71,0.45,0.29,4.73,4.70,,0.43,1.66,0.46,3.79,0.52
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.35,0.73,0.00,1.35,0.97,2.82,0.00,0.73,0.56,0.64,1.22,3.26,0.80,1.09,0.68,0.62,4.92,5.65,2.84,0.85,2.56,3.15,2.98,3.36
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.44,3.72,0.42,2.67,1.04,4.29,1.78,0.32,1.17,1.88,0.79,3.08,1.99,1.96,1.19,0.23,6.25,5.83,1.06,0.99,4.53,0.53,4.85,0.85
KLE_ENDOMETRIUM,1.80,0.60,1.58,0.41,0.73,1.94,0.17,0.76,0.64,0.56,0.96,1.17,0.73,0.76,0.73,0.33,2.73,4.33,1.11,0.62,0.34,0.90,1.44,1.63
KMBC2_URINARY_TRACT,4.30,0.39,0.01,1.22,0.18,2.14,0.00,0.76,0.44,0.01,0.28,2.36,0.20,0.11,0.84,0.00,5.12,4.60,1.37,0.00,0.38,0.64,2.14,0.65
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.58,1.89,0.76,2.05,0.24,3.53,1.31,0.37,1.16,1.58,0.37,2.35,0.91,0.96,1.54,0.16,6.55,5.58,1.06,1.61,2.77,0.61,3.67,0.83
KMRC1_KIDNEY,2.77,1.16,1.66,0.70,0.85,2.40,0.70,0.12,0.45,0.19,0.83,1.56,0.73,0.48,0.30,0.22,4.30,3.24,1.38,0.34,0.87,1.23,2.41,1.55
KMRC2_KIDNEY,2.22,0.81,2.81,0.51,0.51,1.63,0.00,0.43,0.78,0.16,0.83,1.04,0.00,0.94,0.06,0.51,3.99,3.25,1.48,0.45,1.81,0.66,2.37,2.26
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.47,3.23,0.38,1.19,0.27,3.37,0.93,0.96,1.03,2.08,1.12,1.19,1.89,1.13,1.39,0.50,7.42,5.39,2.44,2.19,3.12,2.86,2.98,2.06
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.36,2.41,0.25,1.30,1.05,,1.32,0.29,0.75,1.14,1.16,1.34,2.41,0.46,0.48,0.40,7.09,6.80,2.19,0.34,1.82,1.21,3.83,1.13
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.79,2.00,0.14,0.71,1.10,4.32,0.82,0.31,1.00,0.87,1.02,1.50,2.02,1.53,0.32,0.03,7.18,6.65,0.64,0.89,2.84,1.83,4.57,1.25
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.52,2.91,0.55,0.79,0.30,4.88,2.15,0.50,1.36,1.46,0.31,0.33,1.80,1.66,0.80,1.26,6.61,5.89,1.16,1.26,3.56,1.24,5.06,0.65
KNS42_CENTRAL_NERVOUS_SYSTEM,2.79,1.27,0.69,0.94,0.03,2.45,0.29,1.04,0.22,0.32,0.37,0.58,0.58,0.41,0.69,0.50,5.21,3.63,1.38,0.31,1.44,0.72,2.04,1.34
KNS60_CENTRAL_NERVOUS_SYSTEM,4.13,0.86,0.00,1.18,0.16,2.95,0.43,1.84,0.00,0.29,0.47,1.73,1.06,0.31,0.91,0.01,6.80,4.72,1.44,0.46,0.81,0.83,3.38,0.54
KNS62_LUNG,3.67,0.52,0.21,1.18,0.18,,0.33,0.92,0.23,,0.04,2.00,,0.21,0.82,0.26,4.94,4.27,0.57,0.04,0.13,0.30,2.60,1.07
KNS81_CENTRAL_NERVOUS_SYSTEM,2.09,1.29,1.03,1.06,0.53,2.64,0.89,0.50,0.48,0.57,0.67,1.42,1.09,0.35,0.57,0.30,4.58,3.70,1.62,0.18,1.39,1.01,3.04,1.73
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.69,0.86,0.48,5.05,0.67,4.39,1.33,1.12,0.07,0.76,0.46,5.07,1.66,1.78,1.27,0.62,6.15,5.83,3.11,1.65,1.74,2.15,5.14,1.58
KP1NL_PANCREAS,1.96,0.31,0.49,0.59,0.01,1.70,0.00,0.16,0.28,0.19,0.18,1.43,0.03,0.53,0.02,0.05,4.93,2.81,0.86,0.55,0.99,0.46,1.53,0.24
KP1N_PANCREAS,3.19,0.69,0.64,0.60,0.02,2.15,0.10,0.37,0.40,0.25,0.18,0.47,0.07,0.40,0.06,0.35,5.34,2.93,0.96,1.28,1.08,0.47,1.87,1.27
KP2_PANCREAS,2.78,1.57,0.37,2.23,0.16,1.23,0.00,0.04,0.30,0.29,0.34,3.27,0.03,0.39,0.00,,4.85,3.21,0.89,0.22,1.66,0.68,1.10,
KP3_PANCREAS,3.09,0.50,1.21,0.19,0.23,1.56,0.00,0.33,0.10,0.46,0.89,1.70,0.34,0.43,0.01,0.54,4.86,3.50,1.49,0.84,1.31,0.46,2.20,0.43
KP4_PANCREAS,4.41,1.06,0.45,1.09,0.21,3.21,0.72,0.20,0.21,0.31,0.00,1.75,0.54,1.94,0.64,0.11,6.57,3.92,1.55,0.69,1.13,0.90,2.30,0.76
KPNSI9S_AUTONOMIC_GANGLIA,4.69,2.21,1.09,2.99,0.83,5.14,1.12,0.95,1.05,1.13,0.90,3.79,2.13,1.82,1.17,0.73,6.25,5.35,1.97,0.78,2.69,1.43,4.89,1.19
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.82,0.35,3.07,3.34,0.60,2.78,0.00,0.99,0.53,5.02,0.10,4.57,0.78,1.72,0.31,0.15,7.10,4.71,2.06,0.00,0.00,1.54,3.16,3.12
KURAMOCHI_OVARY,2.23,1.45,2.10,2.04,0.98,2.49,0.63,0.44,1.50,1.27,1.69,2.54,0.99,1.34,1.06,0.57,3.85,3.83,1.52,1.20,3.07,1.24,3.08,1.94
KYM1_SOFT_TISSUE,4.13,1.56,0.91,1.05,0.28,,0.17,5.45,0.28,,0.74,1.65,,0.60,2.43,0.16,6.89,5.65,,0.65,1.08,1.38,3.43,0.93
KYSE140_OESOPHAGUS,1.69,1.63,1.85,0.19,2.11,,,0.74,2.27,,0.23,1.93,,0.39,1.21,0.42,3.54,3.56,,0.11,0.81,1.45,2.40,1.28
KYSE150_OESOPHAGUS,3.84,0.42,0.36,0.08,0.77,,0.23,0.61,0.59,,0.29,0.59,,0.27,0.00,0.14,4.51,3.43,0.88,0.09,0.43,0.56,1.51,0.87
KYSE180_OESOPHAGUS,4.53,1.26,1.67,0.32,1.55,,,0.67,1.70,,0.45,0.40,,1.09,0.46,0.50,6.57,3.94,,0.31,1.08,0.88,3.94,0.79
KYSE30_OESOPHAGUS,2.87,0.96,1.21,3.11,0.97,2.81,0.03,0.66,0.52,0.47,0.25,3.74,0.09,0.55,0.14,0.86,5.82,3.81,1.01,0.47,1.28,0.53,2.97,1.12
KYSE410_OESOPHAGUS,3.17,1.10,1.28,0.45,0.47,1.41,0.18,0.44,1.20,0.53,0.19,1.00,0.26,0.70,0.70,0.09,3.81,4.15,0.82,0.23,1.30,0.25,0.97,1.86
KYSE450_OESOPHAGUS,2.76,0.55,1.43,1.29,1.47,,0.80,0.30,1.32,,0.35,1.49,,0.30,0.35,0.37,5.52,3.32,,0.10,0.60,0.51,2.14,1.82
KYSE510_OESOPHAGUS,3.76,1.31,0.35,0.22,0.30,,0.23,0.76,0.31,,0.61,0.04,,0.10,0.70,0.50,6.50,3.80,,0.70,0.52,0.85,4.26,0.29
KYSE520_OESOPHAGUS,4.25,0.87,1.19,0.63,1.26,1.26,0.00,0.67,1.04,0.66,0.26,1.91,0.00,0.24,0.02,0.26,5.36,3.22,1.08,0.42,1.04,0.31,1.24,1.53
KYSE70_OESOPHAGUS,4.23,2.14,1.60,1.39,1.40,,,0.60,1.35,,0.72,2.71,,0.64,0.70,0.76,5.59,4.55,,0.63,1.38,1.53,3.08,1.46
L33_PANCREAS,3.21,1.00,0.34,1.30,1.07,4.47,0.14,0.33,1.77,0.42,0.31,1.53,0.14,0.49,0.05,0.36,6.50,4.36,2.17,0.48,0.84,0.88,3.52,1.12
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.10,2.92,1.44,0.75,1.06,4.91,1.08,3.42,1.35,1.92,0.71,1.46,2.76,2.40,2.14,0.91,6.82,6.29,3.05,1.64,3.88,2.07,5.00,0.79
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.96,0.58,0.26,0.41,0.39,3.28,0.65,1.11,0.69,1.11,0.70,0.01,1.27,0.77,0.97,0.63,4.32,4.66,2.53,1.11,0.79,1.10,3.08,1.47
LC1SQSF_LUNG,2.79,0.70,0.30,0.90,0.75,,0.06,0.34,0.23,0.12,0.26,1.72,0.24,0.00,0.18,0.09,5.33,3.79,0.97,0.05,0.37,0.61,1.05,1.17
LCLC103H_LUNG,2.83,0.63,0.27,0.50,0.26,2.06,0.10,0.50,0.12,0.17,0.15,0.16,0.11,0.07,0.83,0.08,5.58,4.18,1.37,0.45,0.80,0.75,2.23,1.41
LN18_CENTRAL_NERVOUS_SYSTEM,5.17,1.49,0.70,0.25,0.32,2.49,0.53,1.21,0.37,0.45,0.14,0.70,0.05,1.66,1.28,,5.15,4.25,1.85,0.42,1.36,1.26,3.32,
LN229_CENTRAL_NERVOUS_SYSTEM,4.00,1.23,0.93,1.18,0.44,,0.34,0.28,0.37,0.74,0.88,1.68,0.66,0.82,0.16,0.17,5.69,3.92,1.52,0.43,1.63,0.91,1.74,1.03
LOUNH91_LUNG,2.64,0.33,0.82,0.44,1.05,3.90,0.13,0.90,0.17,0.35,0.08,0.01,0.00,0.61,0.05,1.17,6.14,3.44,1.33,1.03,1.73,1.13,2.90,1.40
LOXIMVI_SKIN,4.08,0.43,1.22,2.44,0.10,,0.05,0.61,0.04,,0.60,2.75,0.02,0.62,0.47,1.02,4.97,4.41,1.34,0.52,1.16,0.65,4.17,0.93
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.28,2.88,0.42,1.38,0.00,2.54,1.34,0.39,1.89,2.29,1.37,1.74,2.24,2.43,0.62,0.35,3.07,4.89,1.04,1.16,2.67,1.04,2.64,1.72
