CCLE Cell Line Name	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
HCC15_LUNG	0.45	0.21	-0.08	0.07	-0.44	-1.11	-0.74	1.37	0.00	-0.20	0.12	-0.03	-0.64	-0.14	0.95	0.06	0.06	0.51	0.26	0.51	0.03	-0.12	-0.31	-0.35
HCC1806_BREAST	0.72	-0.05	1.39	0.25	2.35	-1.11	-0.23	0.01	1.15	0.74	0.05	0.19	-0.34	0.58	-0.66	-0.30	1.28	0.13	0.82	0.47	0.60	-0.20	1.37	0.20
HCC1954_BREAST	1.14	-0.36	0.85	-0.37	0.35	-1.11	-0.56	-0.32	2.13	0.05	-0.56	-0.18	1.11	-0.41	-0.49	-0.76	0.33	-0.67	-0.25	-0.20	-0.98	-1.16	-1.37	0.27
HCC2935_LUNG	1.32	-0.81	1.63	-0.51	3.28	-0.11	-0.63	-1.05	1.87	-0.29	-1.15	-0.78	-0.56	-1.23	-0.78	0.47	-2.08	-0.55	-0.29	-1.07	-0.46	-1.09	-0.69	2.98
HCC4006_LUNG	0.04	-0.36	1.84	-0.97	4.94	0.36	0.40	-0.74	1.74	0.32	-0.84	-0.09	0.22	-0.35	-0.98	-0.66	0.53	-0.55	0.52	-0.37	0.24	-0.46	-0.98	2.69
HCC44_LUNG	1.30	-0.17	-0.69	-0.54	-0.74	-1.11	0.10	2.34	-0.82	-0.69	-0.93	-0.23	-0.86	-0.90	1.28	0.14	0.50	-0.18	0.16	-0.11	-0.34	-0.97	-0.57	-0.32
HCC56_LARGE_INTESTINE	-3.26	-0.66	0.26	2.12	-0.55	-0.06	-0.74	-0.47	-0.36	-0.57	-0.72	2.17	-0.37	-0.87	-0.41	-0.80	-0.80	0.02	-0.99	-0.92	-0.51	-1.28	-1.09	-0.63
HCC70_BREAST	-0.35	-0.69	-0.54	-0.09	-0.44	0.16	-0.74	-0.43	-0.12	-0.57	-0.83	0.15	-0.86	-0.88	-0.66	-0.70	0.22	0.08	-0.83	0.03	-0.42	-0.47	-0.35	-0.43
HCC78_LUNG	-1.51	-1.16	-0.78	-1.01	-0.95	-1.11	-0.74	-0.50	-0.94	-0.68	-1.00	-1.04	-0.60	-0.27	0.37	-0.40	-1.27	-0.39	-1.49	-1.07	-0.52	-1.23	0.95	-0.92
HCC827_LUNG	-0.31	-0.37	2.51	-1.15	6.01	-1.11	0.64	-0.35	0.41	-0.69	-1.15	-0.80	-0.86	-0.73	-0.07	-0.19	-0.52	-0.32	-1.71	0.07	0.22	-1.40	-0.96	2.76
HCT116_LARGE_INTESTINE	0.07	-0.77	-0.90	0.54	-0.64	0.81	-0.64	-0.77	-0.50	-0.41	0.07	1.23	-0.62	-0.10	0.21	-0.52	0.95	0.63	0.74	0.51	-0.27	-0.53	0.21	-1.20
HCT15_LARGE_INTESTINE	-0.73	0.25	-0.10	-0.61	-0.25	0.47	-0.71	0.55	0.51	0.20	-1.09	-0.33	-0.51	-0.70	-0.59	-0.52	-1.55	-1.30	1.30	1.10	-0.48	0.41	-0.17	-1.24
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.34	0.60	-0.59	1.24	0.40	-1.11	-0.74	-0.47	-0.04	-0.69	-0.42	1.94	-0.86	0.17	0.35	0.51	1.18	-0.03	-1.71	0.74	0.12	0.56	2.27	-1.08
HDQP1_BREAST	1.53	-0.05	1.57	0.10	1.61	1.12	3.79	0.16	2.73	3.34	2.38	1.24	4.34	0.45	1.35	-0.21	0.85	0.41	0.76	-0.84	0.57	1.21	0.67	1.26
HEC151_ENDOMETRIUM	0.39	-1.32	0.89	1.65	2.60	0.57	0.62	-0.18	1.38	0.20	-0.85	1.23	0.11	-0.39	0.91	-0.80	0.85	1.20	1.77	0.27	0.45	0.20	0.60	1.45
HEC1A_ENDOMETRIUM	-0.55	-0.29	0.90	-0.24	-0.79	-1.11	-0.69	0.05	-0.87	0.28	-0.37	-0.16	-0.20	-0.78	-0.98	-0.31	-0.23	0.51	0.29	0.26	-0.84	-0.07	-0.52	-0.94
HEC1B_ENDOMETRIUM	-0.47	0.49	2.14	0.77	0.71	-0.29	1.21	-0.14	-0.10	1.20	-0.85	0.50	1.36	-0.02	-0.94	-0.18	-0.93	0.28	0.25	0.76	-0.34	0.47	-0.73	0.79
HEC251_ENDOMETRIUM	-0.77	-0.26	0.77	0.02	0.23	-0.10	0.70	-0.65	0.07	-0.35	-1.15	-0.48	-0.86	-1.18	-0.75	-0.56	0.18	-0.62	0.80	-0.06	-0.60	0.83	-0.08	0.39
HEC265_ENDOMETRIUM	1.24	-1.39	-1.06	-1.08	-0.98	0.75	-0.63	0.25	-0.34	0.01	-0.85	-1.21	-0.73	-0.02	0.05	-0.44	0.49	0.06	1.32	0.56	-1.09	-0.23	-0.11	-0.89
HEC59_ENDOMETRIUM	-0.11	-1.38	-1.23	-1.12	-0.90	1.06	1.21	-0.76	-1.05	-0.55	-1.13	-1.26	-0.54	-0.22	-0.92	-0.61	-1.03	0.08	0.75	0.15	-0.35	-1.00	0.39	-1.57
HEC6_ENDOMETRIUM	-0.90	-0.34	-0.26	-0.87	0.18	0.99	0.59	0.10	0.75	1.25	0.91	-0.54	1.06	0.06	2.10	0.81	-0.82	0.81	0.13	1.36	-0.20	-0.23	0.11	3.08
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.07	-0.40	-0.54	-0.62	-0.27	-1.11	-0.58	-0.31	-0.83	-0.21	-0.13	-0.89	-0.74	-1.01	-0.45	-0.64	-0.06	0.35	-0.50	-0.49	-0.81	-0.53	0.04	-0.79
HEP3B217_LIVER	0.18	0.90	-0.59	-0.26	-0.20	-0.23	-0.40	-0.63	-0.88	0.16	0.09	0.51	-0.86	-0.15	-0.04	-0.36	-1.07	0.08	-0.05	0.11	1.22	1.03	-1.71	-0.40
HEPG2_LIVER	1.89	0.83	-0.78	1.47	-0.75	0.74	-0.60	0.01	-0.69	-0.38	0.18	1.41	0.47	0.01	-0.55	1.05	-0.23	0.66	0.20	-0.59	0.32	0.01	-0.12	-0.43
HEYA8_OVARY	0.44	-0.74	-0.51	-0.33	-0.58	0.86	-0.62	-0.99	-0.95	-0.16	-0.72	0.26	-0.10	-0.01	-0.98	-0.80	-0.02	0.09	1.01	0.11	-0.54	-0.08	0.71	-1.64
HGC27_STOMACH	0.23	-0.03	-0.24	-1.08	-0.62	0.01	0.67	-0.83	-0.54	0.30	-0.76	-1.30	1.40	0.52	-0.88	-0.44	0.76	0.08	0.23	-0.16	0.83	1.05	-0.60	0.57
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.18	-0.09	-0.17	-0.41	-0.33	-1.11	1.22	-0.12	0.13	0.49	3.21	-0.81	1.71	0.27	-0.33	-0.62	-0.13	2.04	-0.38	1.41	0.21	-1.05	0.67	-0.15
HLE_LIVER	-0.93	-0.96	-0.36	-0.85	-0.49	0.60	-0.70	-0.77	-0.72	-0.69	-0.21	-0.80	-0.71	-0.44	-0.61	-0.21	-0.56	-0.70	-0.62	-0.69	-0.51	0.40	-0.18	0.04
HLF_LIVER	0.19	-0.31	0.67	-0.13	-0.06	1.06	-0.74	-0.02	-0.48	-0.51	0.01	-0.69	-0.80	-0.55	-0.64	0.16	-0.26	0.08	-0.05	-0.01	-0.60	0.73	0.62	0.11
HMC18_BREAST	0.21	0.00	-1.16	1.44	-0.43	-0.09	-0.74	-0.91	-0.48	-0.40	-0.69	1.39	-0.34	-0.35	-0.98	-0.68	0.10	-1.42	-1.13	-0.50	-0.19	-0.80	-0.71	-1.60
HMCB_SKIN	1.08	0.13	0.44	-0.76	0.71	0.92	-0.44	-0.44	0.56	0.10	-0.92	-0.38	-0.36	-0.46	0.08	-0.07	0.99	0.27	1.17	1.44	0.46	1.58	0.71	0.67
HOS_BONE	0.05	-0.80	-1.04	-0.81	-0.65	0.90	-0.35	-0.24	0.11	-0.09	0.53	-0.51	0.37	0.05	1.19	-0.59	0.72	0.21	-0.10	-0.94	-0.85	-0.98	-0.21	-0.16
HPAC_PANCREAS	0.49	0.87	1.11	0.70	0.22	0.25	-0.55	0.75	-0.28	0.58	0.38	0.99	0.52	1.74	1.24	0.66	0.26	0.28	0.27	0.62	0.77	-0.15	0.01	0.39
HPAFII_PANCREAS	0.40	0.53	1.17	0.64	0.55	-1.11	1.83	0.65	1.00	-0.69	2.78	0.78	-0.86	0.51	2.39	-0.34	-0.16	-0.69	-0.57	-0.23	-0.19	-0.12	0.29	0.41
HS229T_LUNG	0.25	-1.45	-1.20	-0.77	-0.97	-1.11	-0.73	-0.83	-0.93	-0.69	-0.95	-0.97	-0.13	-1.21	1.66	-0.63	-0.85	-0.07	-0.70	-0.82	-0.56	-0.74	-1.44	-0.52
HS294T_SKIN	-0.57	-0.10	-0.47	-0.23	0.02	0.23	-0.74	1.63	-0.45	-0.50	-0.01	0.23	-0.40	-0.34	-0.70	0.25	-0.23	-0.60	0.01	-1.05	-0.45	-0.57	-0.37	-0.91
HS578T_BREAST	0.45	-1.29	-0.66	-0.89	-0.89	-1.11	-0.74	-0.28	-0.74	-0.35	-0.21	-0.43	-0.14	-0.57	-0.98	-0.28	1.24	-0.18	-0.19	-0.96	-0.73	0.41	-1.37	-0.99
HS683_CENTRAL_NERVOUS_SYSTEM	0.92	-0.53	0.40	-0.77	-0.87	0.54	-0.65	-0.53	-0.99	-0.35	-0.51	-0.90	-0.41	0.46	-0.87	-0.53	0.58	-0.72	-0.37	-0.69	0.49	-0.30	0.14	-1.29
HS695T_SKIN	-0.03	-0.16	-0.86	0.19	-0.95	0.34	-0.70	0.17	-0.59	-0.47	-0.13	0.33	-0.39	-0.56	-0.55	0.45	-1.37	0.36	-0.20	-0.90	-0.48	-0.63	-0.51	-0.90
HS729_SOFT_TISSUE	-0.28	0.77	-0.55	-0.69	-0.78	-1.11	-0.43	1.17	-0.29	-0.69	0.24	-1.00	-0.86	0.00	0.92	-0.46	-0.00	-0.85	0.02	-0.98	-0.08	0.03	0.35	-0.77
HS739T_BREAST	-1.26	-0.61	0.82	-0.88	-0.62	0.05	0.12	-0.64	-0.66	0.05	0.51	-0.29	0.39	0.45	-0.45	-0.25	-0.98	-1.34	0.29	0.58	0.95	0.86	-0.52	-0.77
HS746T_STOMACH	0.11	-0.31	1.05	0.17	-0.47	-1.11	0.60	0.05	-0.27	0.48	2.40	0.51	0.24	4.62	1.35	-0.44	-0.01	0.44	0.95	-0.58	-0.62	-0.41	0.06	-0.62
HS766T_PANCREAS	-0.11	-1.18	0.99	1.21	0.10	-0.57	-0.54	-1.04	-0.50	-0.42	0.23	1.25	-0.04	0.18	-0.98	-0.64	-1.57	-0.92	0.55	-0.54	0.36	-0.51	-1.57	0.31
HS840T_UPPER_AERODIGESTIVE_TRACT	1.22	-0.75	-0.53	-0.55	-0.47	0.18	-0.71	-0.43	-0.80	-0.15	-0.34	-0.53	0.60	0.79	1.00	-0.49	-0.62	0.30	1.21	-0.64	0.51	0.68	-0.94	1.24
HS852T_SKIN	1.48	0.94	0.15	0.04	-0.66	-0.65	-0.43	-0.50	-0.78	0.06	-0.35	0.33	-0.15	0.36	-0.40	-0.60	-0.33	-0.06	-0.32	-0.30	1.47	-0.49	-1.21	0.31
HS895T_SKIN	-0.29	-0.69	-0.85	-0.72	-0.23	-1.11	-0.05	0.01	-0.53	0.78	-1.10	-0.45	1.13	0.00	-0.61	1.19	-1.75	-0.60	1.66	0.67	0.52	2.02	-1.45	-0.36
HS936T_SKIN	0.57	-1.35	-1.07	1.30	-0.98	-0.19	-0.70	-0.58	-1.05	-0.69	-0.60	1.28	-0.29	-0.81	-0.15	0.11	-0.10	0.81	-0.88	-0.86	-1.26	-1.21	-1.13	0.67
HS939T_SKIN	1.71	-1.59	-0.60	1.04	-0.78	-1.11	0.08	0.88	-0.81	0.10	-0.70	0.94	-0.04	-1.04	0.63	1.32	-1.02	0.25	-0.49	-0.91	-1.29	-0.27	-1.15	0.37
HS944T_SKIN	0.07	-0.18	-0.35	1.06	-0.39	1.25	-0.39	3.30	-0.65	-0.42	-0.21	0.84	-0.45	-0.05	-0.29	0.38	0.96	-0.02	0.92	0.18	-0.55	0.55	0.66	-0.58
HSC2_UPPER_AERODIGESTIVE_TRACT	-0.19	-1.52	-0.27	-1.10	-0.01	0.91	-0.52	-0.74	-0.24	-0.39	-0.42	-1.14	-0.86	-1.19	-0.49	-0.36	-0.41	-1.21	-0.95	0.91	-1.35	-0.75	0.76	0.74
HT1080_SOFT_TISSUE	0.67	-0.58	-1.09	0.47	-0.94	-1.11	-0.38	0.29	-0.72	-0.69	-0.09	0.41	-0.80	0.15	-0.50	-0.67	1.16	0.31	0.40	-0.85	-0.90	-0.64	0.35	-0.74
HT1197_URINARY_TRACT	-1.52	0.81	-0.35	-0.13	-0.56	-0.34	-0.66	-0.53	-0.51	-0.61	-0.37	0.10	-0.86	-0.82	-0.97	-0.80	-2.46	-0.02	0.49	-0.82	-0.34	-0.57	-1.76	-0.17
HT1376_URINARY_TRACT	-0.18	-0.20	0.88	-0.48	1.28	-0.25	-0.65	-0.29	0.58	-0.37	0.21	-0.60	-0.60	0.05	-0.12	0.13	-0.95	-0.42	0.90	-0.34	0.44	0.79	-2.21	0.69
HT144_SKIN	0.89	-0.23	-0.87	1.29	-0.14	0.49	-0.14	-0.43	-0.20	0.42	0.04	1.78	-0.84	-0.20	-0.54	2.96	-0.40	-0.37	1.75	0.09	-0.23	0.28	-0.01	-0.48
HT29_LARGE_INTESTINE	1.85	1.44	-0.06	2.44	-0.98	0.68	-0.48	-0.79	0.18	-0.11	-0.28	1.93	-0.31	-0.28	-0.48	1.90	0.78	0.25	0.73	0.18	0.99	0.04	-0.39	0.18
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.03	-0.93	-0.26	0.19	-0.00	-1.11	3.02	0.32	-0.15	-0.62	0.91	-0.66	-0.33	1.27	-0.32	-0.80	1.06	1.96	0.36	2.40	1.38	-1.13	0.92	-0.58
HUCCT1_BILIARY_TRACT	0.20	-1.11	-1.18	0.12	-0.26	0.08	-0.14	-0.45	0.03	-0.24	-0.35	0.31	-0.48	-0.33	-0.55	-0.35	-0.82	-0.44	0.25	-0.20	-0.72	-0.72	-0.46	0.08
HUH1_LIVER	-0.66	0.68	-0.59	-1.04	-0.22	0.27	-0.74	-0.98	-0.54	-0.30	-0.78	-1.12	0.04	-0.55	-0.72	-0.63	-0.61	-1.23	-0.44	-0.69	0.08	-0.00	-0.28	-1.10
HUPT3_PANCREAS	-0.81	-0.85	-0.35	0.30	-0.53	0.04	-0.74	-0.05	-0.82	-0.49	-0.44	0.27	-0.26	-0.59	-0.63	-0.52	-0.55	-0.46	-0.60	-0.74	-1.36	-0.25	-0.82	-0.01
HUPT4_PANCREAS	1.47	1.74	1.89	0.71	1.33	-1.11	0.40	0.99	0.64	0.93	1.14	1.68	1.22	1.46	0.48	-0.80	0.47	0.81	1.02	-0.79	1.78	0.10	1.13	1.72
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.10	1.09	0.40	2.50	0.17	-1.11	0.59	2.03	0.09	1.19	1.09	2.26	0.20	1.98	1.37	-0.62	1.05	2.08	0.43	0.31	0.63	0.36	0.86	0.55
IALM_LUNG	-2.18	0.01	-0.85	-1.02	-0.49	0.51	-0.59	-0.24	0.19	0.07	-0.37	-0.61	-0.48	-0.31	0.21	-0.22	-2.89	-0.51	0.95	0.58	-1.06	-0.63	-0.37	-0.39
IGR37_SKIN	-0.29	0.76	-0.42	2.00	-0.41	1.04	-0.37	-0.39	-0.40	0.38	0.08	1.92	0.72	0.56	-0.93	2.97	0.70	0.34	0.71	0.29	0.11	-0.52	-0.00	-0.79
IGR39_SKIN	-1.04	-0.41	0.49	-0.65	-0.29	0.48	-0.57	0.15	-0.92	-0.48	-0.66	-0.42	-0.72	-0.13	0.20	-0.49	-0.04	-1.31	0.44	-0.58	-0.60	-0.38	-0.27	-0.37
IGROV1_OVARY	-0.75	-1.19	1.23	-0.57	0.84	0.22	-0.74	-0.95	0.27	-0.10	-0.64	-0.04	-0.84	-1.08	-0.88	-0.80	-1.07	-0.32	0.57	0.57	-0.90	-0.13	0.07	-1.64
IM95_STOMACH	1.78	1.45	0.79	2.79	2.39	-1.11	3.17	1.00	1.07	1.95	-0.20	1.12	3.67	1.95	3.76	0.92	0.97	1.48	0.03	-0.20	-1.07	1.44	0.00	1.95
IMR32_AUTONOMIC_GANGLIA	-1.53	0.68	0.95	-0.98	-0.98	-1.11	-0.72	-0.58	-0.65	0.54	3.09	-0.78	1.12	1.13	-0.21	0.76	1.73	0.33	0.41	-1.03	1.36	1.12	1.88	-0.77
IPC298_SKIN	0.14	-0.08	-1.23	2.14	-0.17	0.67	-0.38	-0.76	-0.61	-0.38	-1.11	2.57	-0.71	-1.03	-0.70	0.05	0.09	-0.26	2.21	0.13	-1.05	0.82	-0.20	-0.53
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	1.03	-0.58	-0.13	-0.07	1.83	-1.11	0.20	1.68	0.35	-0.69	1.49	-0.34	-0.86	0.30	1.82	0.35	1.39	1.04	-1.71	0.58	0.18	1.54	0.44	1.07
ISTMES1_PLEURA	-1.49	-0.05	0.04	-0.76	-0.57	0.49	-0.59	-0.90	0.02	0.73	0.58	-1.10	0.03	-0.05	-0.20	-0.72	-1.43	0.16	0.06	1.13	0.45	0.60	0.42	0.83
ISTMES2_PLEURA	0.08	-0.36	-0.33	-0.93	-0.41	1.49	-0.38	-0.69	0.07	0.36	-0.03	-0.32	2.05	0.22	-0.28	1.34	0.88	0.55	2.39	0.22	-0.18	1.50	1.61	-0.52
J82_URINARY_TRACT	-0.57	-0.81	-0.87	-0.44	-0.41	-1.11	-0.73	0.16	-0.94	-0.69	-0.70	-0.76	-0.84	-0.75	0.49	-0.70	-1.12	-0.72	-0.96	-1.07	-1.21	-0.48	0.07	-0.37
JHH2_LIVER	-1.42	-0.61	0.88	-0.83	-0.25	0.48	-0.65	-0.63	-0.43	-0.07	-0.73	-0.61	-0.79	-0.46	-0.94	-0.45	-0.92	-0.03	-0.43	-0.69	-1.17	-0.54	-0.59	0.89
JHH4_LIVER	-2.42	-0.59	0.08	-0.28	-0.23	0.88	-0.73	0.61	0.38	0.01	-0.25	-0.44	-0.62	-0.50	0.33	0.46	-0.80	0.06	-0.52	0.32	-1.08	-1.39	1.06	0.44
JHH5_LIVER	1.17	0.41	0.65	-0.18	1.27	-1.11	-0.03	-0.78	1.73	-0.69	-0.90	0.43	-0.86	-0.69	-0.84	-0.69	-0.31	0.09	-0.40	-0.38	-0.54	-0.98	0.93	2.02
JHH6_LIVER	-1.07	-1.62	-0.77	-1.15	-0.96	-0.77	-0.58	-1.00	-1.05	-0.65	-0.91	-1.19	-0.80	-1.04	-0.98	-0.71	-1.70	-1.70	-1.23	-1.03	-1.53	-1.40	-2.20	-0.10
JHH7_LIVER	0.78	1.07	-0.38	0.16	0.01	-1.11	-0.74	0.29	0.44	-0.69	0.71	0.28	-0.86	0.08	1.85	0.58	0.67	0.14	-1.71	0.95	1.29	1.49	0.22	0.69
JHOS2_OVARY	-1.37	0.34	-0.71	-0.04	-0.70	-1.11	0.36	0.57	-0.18	0.02	-0.08	-0.56	-0.80	-0.69	0.08	0.28	-0.77	-1.47	-0.40	-1.07	-0.65	-0.28	-0.47	0.32
JHOS4_OVARY	-1.67	0.87	0.98	-0.60	0.59	-1.11	0.15	2.66	0.50	0.92	0.41	-0.88	-0.86	0.04	-0.04	-0.30	0.07	-1.30	-0.37	-0.59	0.06	0.26	-0.52	1.05
JHUEM2_ENDOMETRIUM	1.44	-0.99	-0.57	-1.02	-0.78	-1.11	0.30	-0.24	-0.88	-0.69	0.83	-0.69	-0.86	0.77	-0.07	0.16	0.76	0.94	-1.71	-0.27	0.07	0.94	1.11	0.62
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.24	-1.24	-1.22	-0.98	0.18	-1.11	0.23	-0.82	-0.83	0.12	-0.39	-1.10	0.27	-1.24	-0.90	-0.80	0.76	1.05	-1.03	-0.51	-1.58	-1.26	0.59	-1.02
JMSU1_URINARY_TRACT	1.40	0.67	-0.48	-0.01	0.67	0.86	0.58	-0.81	-0.86	0.15	-0.11	-0.09	0.63	-0.01	0.45	0.18	0.67	0.11	1.28	0.29	1.58	3.21	0.77	0.80
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.30	0.45	2.01	-0.05	0.77	1.77	1.51	0.22	0.47	0.55	1.20	-0.81	2.02	2.22	0.94	1.56	1.58	1.18	2.01	1.77	1.10	1.90	1.95	1.83
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.65	-0.04	0.69	1.61	1.88	2.22	2.72	0.75	0.81	1.78	5.75	1.09	3.46	1.43	0.60	2.16	1.75	1.54	3.65	1.24	1.26	3.21	2.22	2.45
K029AX_SKIN	-0.64	0.72	-1.23	1.01	-0.93	0.57	-0.73	-0.71	-0.03	0.11	0.19	1.21	-0.13	-0.34	0.33	1.58	0.05	0.60	0.97	-0.03	-0.54	-0.31	-0.30	0.42
KALS1_CENTRAL_NERVOUS_SYSTEM	0.44	-1.03	0.22	-0.11	-0.38	0.20	-0.19	-0.01	-0.23	-0.33	-0.03	0.41	0.31	-0.00	-0.45	0.22	0.64	-0.72	0.97	-0.85	0.08	-0.55	-0.08	0.20
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.32	-1.22	-1.13	-0.50	-0.98	-1.11	-0.74	-0.09	-1.05	-0.64	-0.80	-0.29	-0.12	0.78	1.07	-0.54	0.54	-0.08	-0.47	-0.89	2.06	-1.05	-0.19	-1.36
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.29	0.67	-0.54	-0.47	-0.95	0.98	1.53	-0.39	-0.36	-0.56	-0.28	-0.74	-0.11	-0.03	1.07	-0.80	-2.23	0.86	1.35	-0.23	0.75	-0.37	0.96	-1.59
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.23	3.17	-0.16	2.52	0.19	0.34	2.82	0.42	-0.39	-0.21	-0.82	1.51	1.53	-0.17	0.98	0.01	1.23	1.33	-0.17	1.44	1.56	-0.82	-0.17	-0.07
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.95	0.80	0.31	0.56	0.65	1.65	1.46	0.30	-0.88	0.73	1.09	0.22	1.22	-0.03	0.96	0.21	1.02	2.29	1.06	0.73	-0.38	1.07	1.30	-0.00
KCIMOH1_PANCREAS	0.12	0.86	1.12	0.53	1.11	-1.11	0.13	-0.02	0.28	-0.69	0.31	0.58	-0.86	0.62	1.04	-0.69	-0.62	-0.02	-1.71	0.13	1.03	0.59	-0.13	-0.68
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.28	-0.25	3.00	1.62	0.12	1.43	1.77	0.82	0.45	6.75	0.27	1.25	1.16	3.43	2.78	-0.14	1.41	1.68	1.21	2.14	0.99	1.00	1.31	2.00
KE39_STOMACH	-0.55	0.82	-0.75	-0.82	0.68	-1.11	-0.63	-0.48	0.70	-0.00	-0.09	-0.57	0.04	-0.59	-0.31	-0.80	-0.90	-0.53	-0.21	-0.15	-0.22	-0.53	-0.82	0.14
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.27	-0.64	0.02	-0.76	0.40	1.81	0.88	-0.41	-0.69	-0.30	0.85	-0.99	0.25	0.05	-0.17	0.58	1.66	1.43	1.56	0.19	0.24	1.57	2.00	0.20
KELLY_AUTONOMIC_GANGLIA	-1.32	-0.48	-0.64	-0.78	-0.57	-1.11	-0.67	-0.88	-0.82	-0.69	-0.70	-0.62	-0.86	-0.04	-0.13	-0.32	-0.36	0.39	-1.71	-0.26	0.41	-0.82	0.68	-0.90
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.00	-0.49	-1.29	0.02	0.56	0.51	-0.74	0.01	-0.20	0.15	1.54	0.95	0.44	0.60	0.32	0.24	-0.21	1.44	1.72	0.54	1.48	3.76	0.04	3.10
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.05	4.48	-0.74	1.17	0.67	1.36	2.55	-0.58	0.75	1.79	0.58	0.83	2.37	2.06	1.30	-0.42	0.80	1.65	-0.42	0.82	3.84	-0.71	1.53	-0.44
KLE_ENDOMETRIUM	-1.53	-0.72	0.78	-0.80	0.17	0.00	-0.42	0.05	-0.07	0.05	0.96	-0.49	0.33	0.04	0.42	-0.26	-1.88	-0.02	-0.36	0.12	-1.17	-0.08	-1.20	0.67
KMBC2_URINARY_TRACT	0.87	-1.06	-1.28	-0.09	-0.70	0.12	-0.74	0.06	-0.38	-0.67	-0.53	0.33	-0.54	-1.05	0.62	-0.80	-0.06	0.28	-0.05	-1.07	-1.12	-0.51	-0.63	-0.73
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.18	1.43	-0.29	0.63	-0.60	0.92	1.69	-0.52	0.72	1.40	-0.33	0.32	0.61	0.37	1.96	-0.54	1.03	1.37	-0.42	2.00	1.74	-0.56	0.59	-0.46
KMRC1_KIDNEY	-0.60	0.21	0.89	-0.54	0.36	0.27	0.56	-0.87	-0.36	-0.44	0.68	-0.23	0.31	-0.44	-0.40	-0.43	-0.68	-1.23	-0.04	-0.43	-0.53	0.49	-0.42	0.54
KMRC2_KIDNEY	-1.13	-0.37	2.39	-0.70	-0.18	-0.18	-0.74	-0.43	0.14	-0.48	0.67	-0.58	-0.86	0.34	-0.87	0.05	-0.92	-1.23	0.08	-0.20	0.59	-0.49	-0.45	1.56
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.00	3.67	-0.79	-0.12	-0.55	0.82	0.97	0.35	0.53	2.06	1.31	-0.48	2.20	0.67	1.66	0.03	1.68	1.16	1.23	3.11	2.15	3.26	0.04	1.27
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.93	2.31	-0.97	-0.02	0.68	-1.11	1.69	-0.62	0.09	0.81	1.39	-0.37	3.04	-0.47	-0.06	-0.13	1.43	2.73	0.94	-0.42	0.60	0.45	0.72	-0.04
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.38	1.62	-1.11	-0.53	0.76	1.37	0.77	-0.60	0.47	0.46	1.10	-0.26	2.41	1.34	-0.38	-0.75	1.50	2.56	-0.93	0.63	1.82	1.52	1.31	0.13
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.12	3.14	-0.57	-0.46	-0.51	1.69	3.23	-0.32	1.03	1.23	-0.47	-1.07	2.06	1.55	0.54	1.29	1.07	1.71	-0.31	1.34	2.69	0.51	1.70	-0.73
KNS42_CENTRAL_NERVOUS_SYSTEM	-0.58	0.40	-0.38	-0.34	-0.94	0.30	-0.21	0.46	-0.72	-0.27	-0.34	-0.90	0.08	-0.56	0.33	0.04	0.01	-0.80	-0.05	-0.48	0.14	-0.37	-0.71	0.26
KNS60_CENTRAL_NERVOUS_SYSTEM	0.71	-0.27	-1.29	-0.12	-0.73	0.59	0.06	1.62	-1.05	-0.31	-0.11	-0.10	0.86	-0.72	0.76	-0.78	1.22	0.41	0.03	-0.19	-0.60	-0.20	0.36	-0.87
